Date ,Time,Time_of_day,Weather,Week,Sample,Mesoccosm,Stage,Probe,Temp,pH,Turb,DO_mgL,DO_perc
15/10/2020,10:37,Morning,Overcast,4,3,T8,Establishment,Horiba,18.99,8.69,0,,
15/10/2020,10:37,Morning,Overcast,4,1,T8,Establishment,Hach,,,,9.24,100.6
15/10/2020,10:37,Morning,Overcast,4,2,T8,Establishment,Hach,,,,9.24,100.6
14/10/2020,18:30,Sunset,Sunny,4,1,T9,Establishment,Hach,,,,9.85,110.3
14/10/2020,18:30,Sunset,Sunny,4,2,T9,Establishment,Hach,,,,9.89,109.7
15/10/2020,6:44,Sunrise,Fine,4,1,T9,Establishment,Hach,,,,8.81,95.1
15/10/2020,6:44,Sunrise,Fine,4,2,T9,Establishment,Hach,,,,9.05,97.7
15/10/2020,10:37,Morning,Overcast,4,1,T9,Establishment,Horiba,18.91,8.47,0,,
15/10/2020,10:37,Morning,Overcast,4,2,T9,Establishment,Horiba,18.95,8.58,0,,
15/10/2020,10:37,Morning,Overcast,4,3,T9,Establishment,Horiba,18.94,8.66,0,,
15/10/2020,10:37,Morning,Overcast,4,1,T9,Establishment,Hach,,,,9.5,103.4
15/10/2020,10:37,Morning,Overcast,4,2,T9,Establishment,Hach,,,,9.51,103.4
14/10/2020,18:30,Sunset,Sunny,4,1,T10,Establishment,Hach,,,,9.75,109
14/10/2020,18:30,Sunset,Sunny,4,2,T10,Establishment,Hach,,,,9.74,109.5
15/10/2020,6:44,Sunrise,Fine,4,1,T10,Establishment,Hach,,,,8.68,94
15/10/2020,6:44,Sunrise,Fine,4,2,T10,Establishment,Hach,,,,8.88,96.1
15/10/2020,10:40,Morning,Overcast,4,1,T10,Establishment,Horiba,18.92,8.57,0,,
15/10/2020,10:40,Morning,Overcast,4,2,T10,Establishment,Horiba,18.99,8.26,0,,
15/10/2020,10:40,Morning,Overcast,4,3,T10,Establishment,Horiba,18.96,8.56,0,,
15/10/2020,10:40,Morning,Overcast,4,1,T10,Establishment,Hach,,,,9.21,100.1
15/10/2020,10:40,Morning,Overcast,4,2,T10,Establishment,Hach,,,,9.19,99.9
14/10/2020,18:30,Sunset,Sunny,4,1,T11,Establishment,Hach,,,,9.67,108.9
14/10/2020,18:30,Sunset,Sunny,4,2,T11,Establishment,Hach,,,,9.58,108.6
15/10/2020,6:44,Sunrise,Fine,4,1,T11,Establishment,Hach,,,,8.32,90.3
15/10/2020,6:44,Sunrise,Fine,4,2,T11,Establishment,Hach,,,,8.46,91.7
15/10/2020,10:40,Morning,Overcast,4,1,T11,Establishment,Horiba,19.02,8.45,0,,
15/10/2020,10:40,Morning,Overcast,4,2,T11,Establishment,Horiba,19,8.44,0,,
15/10/2020,10:40,Morning,Overcast,4,3,T11,Establishment,Horiba,18.99,8.57,0,,
15/10/2020,10:40,Morning,Overcast,4,1,T11,Establishment,Hach,,,,8.82,96
15/10/2020,10:40,Morning,Overcast,4,2,T11,Establishment,Hach,,,,8.81,96
14/10/2020,18:30,Sunset,Sunny,4,1,T12,Establishment,Hach,,,,10.18,114.9
14/10/2020,18:30,Sunset,Sunny,4,2,T12,Establishment,Hach,,,,10.22,115.4
15/10/2020,6:44,Sunrise,Fine,4,1,T12,Establishment,Hach,,,,8.61,93.5
15/10/2020,6:44,Sunrise,Fine,4,2,T12,Establishment,Hach,,,,8.79,95.5
15/10/2020,10:40,Morning,Overcast,4,1,T12,Establishment,Horiba,19.06,8.52,0,,
15/10/2020,10:40,Morning,Overcast,4,2,T12,Establishment,Horiba,19.03,8.65,0,,
15/10/2020,10:40,Morning,Overcast,4,3,T12,Establishment,Horiba,18.94,8.61,0,,
15/10/2020,10:40,Morning,Overcast,4,1,T12,Establishment,Hach,,,,9.03,98.4
15/10/2020,10:40,Morning,Overcast,4,2,T12,Establishment,Hach,,,,9.04,98.4
21/10/2020,19:00,Sunset,Fine,5,1,T1,Fish only,Hach,,,,12.12,133
21/10/2020,19:00,Sunset,Fine,5,2,T1,Fish only,Hach,,,,12.53,135
22/10/2020,6:36,Sunrise,Fine,5,1,T1,Fish only,Hach,,,,10.05,100.5
22/10/2020,6:36,Sunrise,Fine,5,2,T1,Fish only,Hach,,,,9.84,97.2
22/10/2020,10:27,Morning,Fine,5,1,T1,Fish only,Horiba,16.11,10.05,37.3,,
22/10/2020,10:27,Morning,Fine,5,2,T1,Fish only,Horiba,16.1,9.81,0,,
22/10/2020,10:27,Morning,Fine,5,3,T1,Fish only,Horiba,16.59,10.84,0.7,,
22/10/2020,10:27,Morning,Fine,5,1,T1,Fish only,Hach,,,,10.48,107.3
22/10/2020,10:27,Morning,Fine,5,2,T1,Fish only,Hach,,,,10.79,110.4
21/10/2020,19:00,Sunset,Fine,5,1,T2,Fish only,Hach,,,,12.6,137.4
21/10/2020,19:00,Sunset,Fine,5,2,T2,Fish only,Hach,,,,13.01,140.3
22/10/2020,6:36,Sunrise,Fine,5,1,T2,Fish only,Hach,,,,10.72,106.7
22/10/2020,6:36,Sunrise,Fine,5,2,T2,Fish only,Hach,,,,10.51,103.8
22/10/2020,10:27,Morning,Fine,5,1,T2,Fish only,Horiba,16.2,8.69,2.9,,
22/10/2020,10:27,Morning,Fine,5,2,T2,Fish only,Horiba,16.47,10.34,0,,
22/10/2020,10:27,Morning,Fine,5,3,T2,Fish only,Horiba,16.79,10.82,0,,
22/10/2020,10:27,Morning,Fine,5,1,T2,Fish only,Hach,,,,11.61,118.9
22/10/2020,10:27,Morning,Fine,5,2,T2,Fish only,Hach,,,,11.25,115
21/10/2020,19:00,Sunset,Fine,5,1,T3,Fish only,Hach,,,,13.81,150.4
21/10/2020,19:00,Sunset,Fine,5,2,T3,Fish only,Hach,,,,13.9,150
22/10/2020,6:36,Sunrise,Fine,5,1,T3,Fish only,Hach,,,,11.21,111.5
22/10/2020,6:36,Sunrise,Fine,5,2,T3,Fish only,Hach,,,,11.06,109.3
22/10/2020,10:27,Morning,Fine,5,1,T3,Fish only,Horiba,15.9,9.33,7.3,,
22/10/2020,10:27,Morning,Fine,5,2,T3,Fish only,Horiba,16.29,10.52,63.6,,
22/10/2020,10:27,Morning,Fine,5,3,T3,Fish only,Horiba,16.35,11.06,17,,
22/10/2020,10:27,Morning,Fine,5,1,T3,Fish only,Hach,,,,11.81,120.8
22/10/2020,10:27,Morning,Fine,5,2,T3,Fish only,Hach,,,,12.05,123.4
21/10/2020,19:00,Sunset,Fine,5,1,T4,Fish only,Hach,,,,13.49,146.8
21/10/2020,19:00,Sunset,Fine,5,2,T4,Fish only,Hach,,,,12.84,138.9
22/10/2020,6:36,Sunrise,Fine,5,1,T4,Fish only,Hach,,,,10.28,102.6
22/10/2020,6:36,Sunrise,Fine,5,2,T4,Fish only,Hach,,,,10.12,100.3
22/10/2020,10:40,Morning,Fine,5,1,T4,Fish only,Horiba,16.19,10.88,28.4,,
22/10/2020,10:40,Morning,Fine,5,2,T4,Fish only,Horiba,15.93,10.9,8.2,,
22/10/2020,10:40,Morning,Fine,5,3,T4,Fish only,Horiba,16.35,10.83,9.5,,
22/10/2020,10:40,Morning,Fine,5,1,T4,Fish only,Hach,,,,10.95,112
22/10/2020,10:40,Morning,Fine,5,2,T4,Fish only,Hach,,,,10.92,111.9
21/10/2020,19:00,Sunset,Fine,5,1,T5,Fish only,Hach,,,,14.57,158.6
21/10/2020,19:00,Sunset,Fine,5,2,T5,Fish only,Hach,,,,13.7,148.3
22/10/2020,6:36,Sunrise,Fine,5,1,T5,Fish only,Hach,,,,11.19,111.6
22/10/2020,6:36,Sunrise,Fine,5,2,T5,Fish only,Hach,,,,11,109.2
22/10/2020,10:40,Morning,Fine,5,1,T5,Fish only,Horiba,15.88,10.82,19.3,,
22/10/2020,10:40,Morning,Fine,5,2,T5,Fish only,Horiba,15.47,10.81,0,,
22/10/2020,10:40,Morning,Fine,5,3,T5,Fish only,Horiba,16.21,10.91,5.5,,
22/10/2020,10:40,Morning,Fine,5,1,T5,Fish only,Hach,,,,11.39,115.5
22/10/2020,10:40,Morning,Fine,5,2,T5,Fish only,Hach,,,,11.38,116.2
21/10/2020,19:00,Sunset,Fine,5,1,T6,Fish only,Hach,,,,12.33,132.9
21/10/2020,19:00,Sunset,Fine,5,2,T6,Fish only,Hach,,,,11.86,127.2
22/10/2020,6:36,Sunrise,Fine,5,1,T6,Fish only,Hach,,,,9.82,97.8
22/10/2020,6:36,Sunrise,Fine,5,2,T6,Fish only,Hach,,,,9.73,96.5
22/10/2020,10:40,Morning,Fine,5,1,T6,Fish only,Horiba,15.14,10.72,29.1,,
22/10/2020,10:40,Morning,Fine,5,2,T6,Fish only,Horiba,15.15,10.9,19.3,,
22/10/2020,10:40,Morning,Fine,5,3,T6,Fish only,Horiba,15.31,10.9,7.8,,
22/10/2020,10:40,Morning,Fine,5,1,T6,Fish only,Hach,,,,10.13,101.5
22/10/2020,10:40,Morning,Fine,5,2,T6,Fish only,Hach,,,,10.17,101.8
21/10/2020,19:00,Sunset,Fine,5,1,T7,Fish only,Hach,,,,12.87,138.4
21/10/2020,19:00,Sunset,Fine,5,2,T7,Fish only,Hach,,,,13.34,142.8
22/10/2020,6:36,Sunrise,Fine,5,1,T7,Fish only,Hach,,,,11.1,110.1
22/10/2020,6:36,Sunrise,Fine,5,2,T7,Fish only,Hach,,,,10.71,105.7
22/10/2020,10:40,Morning,Fine,5,1,T7,Fish only,Horiba,15.27,10.7,0,,
22/10/2020,10:40,Morning,Fine,5,2,T7,Fish only,Horiba,15.65,11.09,3.9,,
22/10/2020,10:40,Morning,Fine,5,3,T7,Fish only,Horiba,15.11,10.61,42.4,,
22/10/2020,10:40,Morning,Fine,5,1,T7,Fish only,Hach,,,,11.15,112.5
22/10/2020,10:40,Morning,Fine,5,2,T7,Fish only,Hach,,,,11.12,112.3
21/10/2020,19:00,Sunset,Fine,5,1,T8,Fish only,Hach,,,,13.43,144.9
21/10/2020,19:00,Sunset,Fine,5,2,T8,Fish only,Hach,,,,13.15,141.3
22/10/2020,6:36,Sunrise,Fine,5,1,T8,Fish only,Hach,,,,11.09,110.1
22/10/2020,6:36,Sunrise,Fine,5,2,T8,Fish only,Hach,,,,10.75,106.4
22/10/2020,10:40,Morning,Fine,5,1,T8,Fish only,Horiba,15.55,10.74,8.4,,
22/10/2020,10:40,Morning,Fine,5,2,T8,Fish only,Horiba,16.14,11.27,0,,
22/10/2020,10:40,Morning,Fine,5,3,T8,Fish only,Horiba,15.63,10.87,8.7,,
22/10/2020,10:40,Morning,Fine,5,1,T8,Fish only,Hach,,,,11.71,118.4
22/10/2020,10:40,Morning,Fine,5,2,T8,Fish only,Hach,,,,12.02,121.9
21/10/2020,19:00,Sunset,Fine,5,1,T9,Fish only,Hach,,,,15.82,170.8
21/10/2020,19:00,Sunset,Fine,5,2,T9,Fish only,Hach,,,,15.64,168.1
22/10/2020,6:36,Sunrise,Fine,5,1,T9,Fish only,Hach,,,,12.88,127.7
22/10/2020,6:36,Sunrise,Fine,5,2,T9,Fish only,Hach,,,,12.74,125.8
22/10/2020,10:40,Morning,Fine,5,1,T9,Fish only,Horiba,16.06,11.18,0.5,,
22/10/2020,10:40,Morning,Fine,5,2,T9,Fish only,Horiba,15.93,11.47,0.4,,
22/10/2020,10:40,Morning,Fine,5,3,T9,Fish only,Horiba,16.04,11.14,0.1,,
22/10/2020,10:40,Morning,Fine,5,1,T9,Fish only,Hach,,,,13.65,139.3
22/10/2020,10:40,Morning,Fine,5,2,T9,Fish only,Hach,,,,13.55,138.5
21/10/2020,19:00,Sunset,Fine,5,1,T10,Fish only,Hach,,,,13.31,143.5
21/10/2020,19:00,Sunset,Fine,5,2,T10,Fish only,Hach,,,,13.81,148.5
22/10/2020,6:36,Sunrise,Fine,5,1,T10,Fish only,Hach,,,,11.32,112.4
22/10/2020,6:36,Sunrise,Fine,5,2,T10,Fish only,Hach,,,,10.75,106.5
22/10/2020,10:40,Morning,Fine,5,1,T10,Fish only,Horiba,16.26,11.27,0,,
22/10/2020,10:40,Morning,Fine,5,2,T10,Fish only,Horiba,15.88,10.84,0,,
22/10/2020,10:40,Morning,Fine,5,3,T10,Fish only,Horiba,16.14,11.13,0,,
22/10/2020,10:40,Morning,Fine,5,1,T10,Fish only,Hach,,,,11.85,121.4
22/10/2020,10:40,Morning,Fine,5,2,T10,Fish only,Hach,,,,11.75,120.1
21/10/2020,19:00,Sunset,Fine,5,1,T11,Fish only,Hach,,,,12.47,134.5
21/10/2020,19:00,Sunset,Fine,5,2,T11,Fish only,Hach,,,,134.5,135.6
22/10/2020,6:36,Sunrise,Fine,5,1,T11,Fish only,Hach,,,,10.53,104.3
22/10/2020,6:36,Sunrise,Fine,5,2,T11,Fish only,Hach,,,,10.4,102.7
22/10/2020,10:40,Morning,Fine,5,1,T11,Fish only,Horiba,16.28,11.01,0,,
22/10/2020,10:40,Morning,Fine,5,2,T11,Fish only,Horiba,15.56,10.78,8,,
22/10/2020,10:40,Morning,Fine,5,3,T11,Fish only,Horiba,16.14,10.99,17.6,,
22/10/2020,10:40,Morning,Fine,5,1,T11,Fish only,Hach,,,,10.73,110.2
22/10/2020,10:40,Morning,Fine,5,2,T11,Fish only,Hach,,,,11.01,110.6
21/10/2020,19:00,Sunset,Fine,5,1,T12,Fish only,Hach,,,,12.66,135.9
21/10/2020,19:00,Sunset,Fine,5,2,T12,Fish only,Hach,,,,12.91,138.2
22/10/2020,6:36,Sunrise,Fine,5,1,T12,Fish only,Hach,,,,10.94,108.1
22/10/2020,6:36,Sunrise,Fine,5,2,T12,Fish only,Hach,,,,10.14,99.1
22/10/2020,10:40,Morning,Fine,5,1,T12,Fish only,Horiba,15.53,10.84,0,,
22/10/2020,10:40,Morning,Fine,5,2,T12,Fish only,Horiba,15.26,10.76,33.5,,
22/10/2020,10:40,Morning,Fine,5,3,T12,Fish only,Horiba,15.92,10.84,0,,
22/10/2020,10:40,Morning,Fine,5,1,T12,Fish only,Hach,,,,10.94,111.2
22/10/2020,10:40,Morning,Fine,5,2,T12,Fish only,Hach,,,,10.85,110.5
28/10/2020,19:09,Sunset,Sunny,6,1,T1,Fish only,Hach,,,,11.26,135.4
28/10/2020,19:09,Sunset,Sunny,6,2,T1,Fish only,Hach,,,,12.15,142.8
28/10/2020,19:09,Sunset,Sunny,6,1,T1,Fish only,Horiba,24.42,9.89,,,
29/10/2020,6:30,Sunrise,Fine,6,1,T1,Fish only,Hach,,,,9.19,98.3
29/10/2020,6:30,Sunrise,Fine,6,2,T1,Fish only,Hach,,,,8.91,95.2
29/10/2020,6:30,Sunrise,Fine,6,1,T1,Fish only,Horiba,18,9.41,,,
29/10/2020,11:05,Morning,Sunny,6,1,T1,Fish only,Horiba,18.85,7,37.8,,
29/10/2020,11:05,Morning,Sunny,6,2,T1,Fish only,Horiba,19.28,9.89,17.8,,
29/10/2020,11:05,Morning,Sunny,6,3,T1,Fish only,Horiba,19.98,10.12,56,,
29/10/2020,11:05,Morning,Sunny,6,1,T1,Fish only,Hach,,,,9.58,106.5
29/10/2020,11:05,Morning,Sunny,6,2,T1,Fish only,Hach,,,,9.78,108.3
28/10/2020,19:09,Sunset,Sunny,6,1,T2,Fish only,Hach,,,,12.38,150.5
28/10/2020,19:09,Sunset,Sunny,6,2,T2,Fish only,Hach,,,,12.95,155
28/10/2020,19:09,Sunset,Sunny,6,1,T2,Fish only,Horiba,24.35,11.11,,,
29/10/2020,6:30,Sunrise,Fine,6,1,T2,Fish only,Hach,,,,9.93,107.2
29/10/2020,6:30,Sunrise,Fine,6,2,T2,Fish only,Hach,,,,9.61,103.2
29/10/2020,6:30,Sunrise,Fine,6,1,T2,Fish only,Horiba,18.4,8.11,,,
29/10/2020,11:05,Morning,Sunny,6,1,T2,Fish only,Horiba,19.97,7.89,10.5,,
29/10/2020,11:05,Morning,Sunny,6,2,T2,Fish only,Horiba,20.43,10.47,43.3,,
29/10/2020,11:05,Morning,Sunny,6,3,T2,Fish only,Horiba,20.8,10.93,1,,
29/10/2020,11:05,Morning,Sunny,6,1,T2,Fish only,Hach,,,,10.65,119.2
29/10/2020,11:05,Morning,Sunny,6,2,T2,Fish only,Hach,,,,10.51,118.2
28/10/2020,19:09,Sunset,Sunny,6,1,T3,Fish only,Hach,,,,12.91,159.1
28/10/2020,19:09,Sunset,Sunny,6,2,T3,Fish only,Hach,,,,12.89,156.9
28/10/2020,19:09,Sunset,Sunny,6,1,T3,Fish only,Horiba,24.52,11.16,8.8,,
29/10/2020,6:30,Sunrise,Fine,6,1,T3,Fish only,Hach,,,,9.58,104
29/10/2020,6:30,Sunrise,Fine,6,2,T3,Fish only,Hach,,,,9.6,103.8
29/10/2020,6:30,Sunrise,Fine,6,1,T3,Fish only,Horiba,18.7,8.52,50.9,,
29/10/2020,11:05,Morning,Sunny,6,1,T3,Fish only,Horiba,20.15,9.1,21.2,,
29/10/2020,11:05,Morning,Sunny,6,2,T3,Fish only,Horiba,20.65,10.81,57.5,,
29/10/2020,11:05,Morning,Sunny,6,3,T3,Fish only,Horiba,20.55,10.83,0,,
29/10/2020,11:05,Morning,Sunny,6,1,T3,Fish only,Hach,,,,9.84,110.7
29/10/2020,11:05,Morning,Sunny,6,2,T3,Fish only,Hach,,,,9.4,106.3
28/10/2020,19:09,Sunset,Sunny,6,1,T4,Fish only,Hach,,,,12.57,156.6
28/10/2020,19:09,Sunset,Sunny,6,2,T4,Fish only,Hach,,,,12.77,157.5
28/10/2020,19:09,Sunset,Sunny,6,1,T4,Fish only,Horiba,25.52,11.12,0,,
29/10/2020,6:30,Sunrise,Fine,6,1,T4,Fish only,Hach,,,,9.3,101.9
29/10/2020,6:30,Sunrise,Fine,6,2,T4,Fish only,Hach,,,,9.31,101.8
29/10/2020,6:30,Sunrise,Fine,6,1,T4,Fish only,Horiba,19.1,9.4,10.3,,
29/10/2020,11:05,Morning,Sunny,6,1,T4,Fish only,Horiba,20.13,9.5,6.2,,
29/10/2020,11:05,Morning,Sunny,6,2,T4,Fish only,Horiba,20.52,10.86,0,,
29/10/2020,11:05,Morning,Sunny,6,3,T4,Fish only,Horiba,20.44,10.72,73.6,,
29/10/2020,11:05,Morning,Sunny,6,1,T4,Fish only,Hach,,,,9.36,105.4
29/10/2020,11:05,Morning,Sunny,6,2,T4,Fish only,Hach,,,,9.33,105.4
28/10/2020,19:09,Sunset,Sunny,6,1,T5,Fish only,Hach,,,,12.17,150.8
28/10/2020,19:09,Sunset,Sunny,6,2,T5,Fish only,Hach,,,,13.04,159.1
28/10/2020,19:09,Sunset,Sunny,6,1,T5,Fish only,Horiba,24.53,10.57,,,
29/10/2020,6:30,Sunrise,Fine,6,1,T5,Fish only,Hach,,,,9.59,105.1
29/10/2020,6:30,Sunrise,Fine,6,2,T5,Fish only,Hach,,,,9.27,101.1
29/10/2020,6:30,Sunrise,Fine,6,1,T5,Fish only,Horiba,19.1,9.08,34.3,,
29/10/2020,11:05,Morning,Sunny,6,1,T5,Fish only,Horiba,19.57,9.68,1,,
29/10/2020,11:05,Morning,Sunny,6,2,T5,Fish only,Horiba,19.24,10.61,0,,
29/10/2020,11:05,Morning,Sunny,6,3,T5,Fish only,Horiba,20.01,10.63,28.6,,
29/10/2020,11:05,Morning,Sunny,6,1,T5,Fish only,Hach,,,,9,100.1
29/10/2020,11:05,Morning,Sunny,6,2,T5,Fish only,Hach,,,,9.01,100.2
28/10/2020,19:09,Sunset,Sunny,6,1,T6,Fish only,Hach,,,,12.32,149.7
28/10/2020,19:09,Sunset,Sunny,6,2,T6,Fish only,Hach,,,,12.57,151.5
28/10/2020,19:09,Sunset,Sunny,6,1,T6,Fish only,Horiba,23.41,9.87,42.1,,
29/10/2020,6:30,Sunrise,Fine,6,1,T6,Fish only,Hach,,,,9.2,100.4
29/10/2020,6:30,Sunrise,Fine,6,2,T6,Fish only,Hach,,,,9.09,99.1
29/10/2020,6:30,Sunrise,Fine,6,1,T6,Fish only,Horiba,19,8.91,33.6,,
29/10/2020,11:05,Morning,Sunny,6,1,T6,Fish only,Horiba,18.73,9.7,0,,
29/10/2020,11:05,Morning,Sunny,6,2,T6,Fish only,Horiba,19.02,10.57,16.9,,
29/10/2020,11:05,Morning,Sunny,6,3,T6,Fish only,Horiba,18.77,10.48,16.3,,
29/10/2020,11:05,Morning,Sunny,6,1,T6,Fish only,Hach,,,,8.7,95
29/10/2020,11:05,Morning,Sunny,6,2,T6,Fish only,Hach,,,,8.74,95.2
28/10/2020,19:09,Sunset,Sunny,6,1,T7,Fish only,Hach,,,,12.42,144.4
28/10/2020,19:09,Sunset,Sunny,6,2,T7,Fish only,Hach,,,,13.51,155.8
28/10/2020,19:09,Sunset,Sunny,6,1,T7,Fish only,Horiba,21.9,10.15,26.7,,
29/10/2020,6:30,Sunrise,Fine,6,1,T7,Fish only,Hach,,,,10.58,112.4
29/10/2020,6:30,Sunrise,Fine,6,2,T7,Fish only,Hach,,,,10.24,108.6
29/10/2020,6:30,Sunrise,Fine,6,1,T7,Fish only,Horiba,17.7,9.39,29.2,,
29/10/2020,11:05,Morning,Sunny,6,1,T7,Fish only,Horiba,19.07,10.66,4.8,,
29/10/2020,11:05,Morning,Sunny,6,2,T7,Fish only,Horiba,20.19,10.89,10.9,,
29/10/2020,11:05,Morning,Sunny,6,3,T7,Fish only,Horiba,19.33,11.08,20.1,,
29/10/2020,11:05,Morning,Sunny,6,1,T7,Fish only,Hach,,,,10.76,116.2
29/10/2020,11:05,Morning,Sunny,6,2,T7,Fish only,Hach,,,,10.01,109
28/10/2020,19:09,Sunset,Sunny,6,1,T8,Fish only,Hach,,,,11.7,138.4
28/10/2020,19:09,Sunset,Sunny,6,2,T8,Fish only,Hach,,,,12.75,149.5
28/10/2020,19:09,Sunset,Sunny,6,1,T8,Fish only,Horiba,22.8,10.38,12,,
29/10/2020,6:30,Sunrise,Fine,6,1,T8,Fish only,Hach,,,,10.28,110.4
29/10/2020,6:30,Sunrise,Fine,6,2,T8,Fish only,Hach,,,,9.8,104.8
29/10/2020,6:30,Sunrise,Fine,6,1,T8,Fish only,Horiba,18.1,9.72,19.1,,
29/10/2020,11:05,Morning,Sunny,6,1,T8,Fish only,Horiba,19.63,10.82,18.9,,
29/10/2020,11:05,Morning,Sunny,6,2,T8,Fish only,Horiba,20.86,10.78,19.2,,
29/10/2020,11:05,Morning,Sunny,6,3,T8,Fish only,Horiba,20.81,10.94,19.7,,
29/10/2020,11:05,Morning,Sunny,6,1,T8,Fish only,Hach,,,,10.04,111.1
29/10/2020,11:05,Morning,Sunny,6,2,T8,Fish only,Hach,,,,10.05,111.4
28/10/2020,19:09,Sunset,Sunny,6,1,T9,Fish only,Hach,,,,11.61,139.3
28/10/2020,19:09,Sunset,Sunny,6,2,T9,Fish only,Hach,,,,12.04,144.1
28/10/2020,19:09,Sunset,Sunny,6,1,T9,Fish only,Horiba,23.8,10.09,17.3,,
29/10/2020,6:30,Sunrise,Fine,6,1,T9,Fish only,Hach,,,,9.67,104.2
29/10/2020,6:30,Sunrise,Fine,6,2,T9,Fish only,Hach,,,,9.29,99.8
29/10/2020,6:30,Sunrise,Fine,6,1,T9,Fish only,Horiba,18.3,9.53,31.4,,
29/10/2020,11:05,Morning,Sunny,6,1,T9,Fish only,Horiba,20.6,10.73,19,,
29/10/2020,11:05,Morning,Sunny,6,2,T9,Fish only,Horiba,20.75,9.72,16.2,,
29/10/2020,11:05,Morning,Sunny,6,3,T9,Fish only,Horiba,20.92,10.74,9,,
29/10/2020,11:05,Morning,Sunny,6,1,T9,Fish only,Hach,,,,9.93,111.5
29/10/2020,11:05,Morning,Sunny,6,2,T9,Fish only,Hach,,,,9.97,112
28/10/2020,19:09,Sunset,Sunny,6,1,T10,Fish only,Hach,,,,12.23,148.9
28/10/2020,19:09,Sunset,Sunny,6,2,T10,Fish only,Hach,,,,13.39,162.5
28/10/2020,19:09,Sunset,Sunny,6,1,T10,Fish only,Horiba,24.6,10.07,19.9,,
29/10/2020,6:30,Sunrise,Fine,6,1,T10,Fish only,Hach,,,,9.51,103.2
29/10/2020,6:30,Sunrise,Fine,6,2,T10,Fish only,Hach,,,,9.9,107.1
29/10/2020,6:30,Sunrise,Fine,6,1,T10,Fish only,Horiba,18.7,9.57,19.4,,
29/10/2020,11:05,Morning,Sunny,6,1,T10,Fish only,Horiba,21.17,10.88,0,,
29/10/2020,11:05,Morning,Sunny,6,2,T10,Fish only,Horiba,20.21,10.75,18.5,,
29/10/2020,11:05,Morning,Sunny,6,3,T10,Fish only,Horiba,20.63,10.94,29.5,,
29/10/2020,11:05,Morning,Sunny,6,1,T10,Fish only,Hach,,,,10.13,114.1
29/10/2020,11:05,Morning,Sunny,6,2,T10,Fish only,Hach,,,,10.4,117.9
28/10/2020,19:09,Sunset,Sunny,6,1,T11,Fish only,Hach,,,,12.96,157.7
28/10/2020,19:09,Sunset,Sunny,6,2,T11,Fish only,Hach,,,,13.41,163.6
28/10/2020,19:09,Sunset,Sunny,6,1,T11,Fish only,Horiba,24.9,9.94,38.8,,
29/10/2020,6:30,Sunrise,Fine,6,1,T11,Fish only,Hach,,,,9.78,106.1
29/10/2020,6:30,Sunrise,Fine,6,2,T11,Fish only,Hach,,,,9.69,104.7
29/10/2020,6:30,Sunrise,Fine,6,1,T11,Fish only,Horiba,18.7,9.42,51,,
29/10/2020,11:05,Morning,Sunny,6,1,T11,Fish only,Horiba,20.81,10.76,29.3,,
29/10/2020,11:05,Morning,Sunny,6,2,T11,Fish only,Horiba,19.47,10.56,35.9,,
29/10/2020,11:05,Morning,Sunny,6,3,T11,Fish only,Horiba,20.09,10.67,27.1,,
29/10/2020,11:05,Morning,Sunny,6,1,T11,Fish only,Hach,,,,9.99,112.1
29/10/2020,11:05,Morning,Sunny,6,2,T11,Fish only,Hach,,,,10.19,115
28/10/2020,19:09,Sunset,Sunny,6,1,T12,Fish only,Hach,,,,12.13,148.2
28/10/2020,19:09,Sunset,Sunny,6,2,T12,Fish only,Hach,,,,12.77,155.4
28/10/2020,19:09,Sunset,Sunny,6,1,T12,Fish only,Horiba,24.9,10.03,9.1,,
29/10/2020,6:30,Sunrise,Fine,6,1,T12,Fish only,Hach,,,,10.11,109.7
29/10/2020,6:30,Sunrise,Fine,6,2,T12,Fish only,Hach,,,,9.49,102.8
29/10/2020,6:30,Sunrise,Fine,6,1,T12,Fish only,Horiba,18.7,9.56,31.1,,
29/10/2020,11:05,Morning,Sunny,6,1,T12,Fish only,Horiba,20.1,10.72,23.3,,
29/10/2020,11:05,Morning,Sunny,6,2,T12,Fish only,Horiba,19.38,10.51,23.8,,
29/10/2020,11:05,Morning,Sunny,6,3,T12,Fish only,Horiba,19.15,10.55,21.9,,
29/10/2020,11:05,Morning,Sunny,6,1,T12,Fish only,Hach,,,,9.32,103.3
29/10/2020,11:05,Morning,Sunny,6,2,T12,Fish only,Hach,,,,9.4,104.9
4/11/2020,19:36,Sunset,Overcast/rainy,7,1,T1,Fish only,Hach,,,,8.82,95.9
4/11/2020,19:36,Sunset,Overcast/rainy,7,2,T1,Fish only,Hach,,,,8.62,94.3
5/11/2020,6:19,Sunrise,Overcast/rainy,7,1,T1,Fish only,Hach,,,,7.26,73.8
5/11/2020,6:19,Sunrise,Overcast/rainy,7,2,T1,Fish only,Hach,,,,7.44,74.6
5/11/2020,10:40,Morning,Overcast/rainy,7,1,T1,Fish only,Horiba,17.07,7.83,0,,
5/11/2020,10:40,Morning,Overcast/rainy,7,2,T1,Fish only,Horiba,15.95,8.79,6.9,,
5/11/2020,10:40,Morning,Overcast/rainy,7,3,T1,Fish only,Horiba,16.1,9.07,0,,
5/11/2020,10:40,Morning,Overcast/rainy,7,1,T1,Fish only,Hach,,,,8.83,89.1
